Solicitud de pedido;Descripción Material;Descripción Servicio;MES;Moneda;Texto Solicitud Pedido;Nombre área solicitante;Fecha Lib. Solped;Denominación GrpComp;Valor total Pedido
1000024629;PLATAFORMA LEADS DAPTA;PROMOCION DIVULGACION;julio;USD; PLATAFORMA DAPTA IA PARA CAPTAR LEADS SUSCRIPCION 1 MES CARGO SIN IVA PAGO CON TC GERENCIA PYC;CENTRO DE CONTACTO;27/07/2026;LICENCIAS Y SUBSCR;1.499,00
1000024658;Pago artículo de investigación MDÍ;INSCRIPCION EVENTOS NACIONAL - INTERNACI;julio;USD;" Caso mesa de servicios:84665. Publicación artículo de investigación: ""QuEChERS-GC-MS/MS Analysis of Multi-Class Pesticide Re";DIRECCIÓN DE INVESTIGACIONES;27/07/2026;LICENCIAS Y SUBSCR;1.669,42
1000024693;Anticipo hospedaje Hostal 57 SAS;INGRESOS TERCEROS;julio;COP; Anticipo 50% hospedaje Hostal de la 57 – Congreso de Juventudes 12 al 15 de octubre, Manizales – Impacta Rural y Diverso 20;EAN IMPACTA;04/09/2026;VIAJES;0
1300003372;2 Almuerzos y 1 Cena-Jessica P;MANUTENCION;julio;COP; JESSICA RUTH PEÑA TORRES CC: 63.555.368  Transporte aeropuerto Bogotá – Casa Transporte aeropuerto Cali – Hotel Transport;CONSULTORIA PRIVADA;28/07/2026;VIAJES;690.000,00
1300003373;2 Almuerzos y 1 Cena|Brayan A;MANUTENCION;julio;COP; BRAYAN ALEXIS ARIAS MARTÍNEZ CC: 80.031.153  Transporte aeropuerto Bogotá – Casa Transporte aeropuerto Cali – Hotel Trans;CONSULTORIA PRIVADA;28/07/2026;VIAJES;690.000,00
1300003374;ALOJAMIENTO-JESSICA PEÑA|Julio;ALOJAMIENTO;julio;COP; Datos de la Reserva:  Nombre del pasajero: JESSICA RUTH PEÑA TORRES Destino/Hotel: CALI-HOTEL ESTANCIA CHIPICHAPE-901473329 Fe;CONSULTORIA PRIVADA;14/08/2026;VIAJES;327.454,00
1300003375;ALOJAMIENTO-BRAYAN ARIAS|JULIO;ALOJAMIENTO;julio;COP; Datos de la Reserva:  Nombre del pasajero: BRAYAN ALEXIS ARIAS MARTINEZ Destino/Hotel: CALI-HOTEL ESTANCIA CHIPICHAPE-901473329;CONSULTORIA PRIVADA;14/08/2026;VIAJES;327.454,00
1300003376;Tiquetes AAHITFP - JULIO|COMFANDI;PASAJES AEREOS;julio;COP; AAHITFP - TIQUETES IDA Y VUELTA BOGOTÁ - CALI (Comfandi) BRAYAN ALEXIS ARIAS MARTINEZ CC. 80031153 JESSICA RUTH PEÑA TORRES C;CONSULTORIA PRIVADA;14/08/2026;VIAJES;1.079.792,00
1300003377;Tiquetes AAHITMN - Diana|COMFANDI;PASAJES AEREOS;julio;COP; AAHITMN - TIQUETES IDA Y VUELTA BOGOTÁ - CALI (Comfandi) DIANA CAROLINA GUTIERREZ ACOSTA;CONSULTORIA PRIVADA;14/08/2026;VIAJES;411.019,00
1300003378;1 Almuerzo - Diana Gutierrez;MANUTENCION;julio;COP; DIANA CAROLINA GUTIERREZ ACOSTA Transporte aeropuerto Bogotá – Casa Transporte aeropuerto Cali – Evento Gastos de manutenc;CONSULTORIA PRIVADA;28/07/2026;VIAJES;460.000,00
1300003400;Tiquete Boston - Bogota;PASAJES AEREOS;julio;COP; Tiquete Bosto Bogota andres Felipe Guarnizo FAB26 por valor de 1648210;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;06/08/2026;VIAJES;2.639.005,00
1000024659;Mantenimiento Punto E ;SERVICIO ACCESORIOS Y ELEMEN DECORATIVOS;julio;COP; Diseño y modificación del punto e de la Universidad con plantas tropicales de diferentes alturas, colores y funciones, promov;GESTIÓN DE CALIDAD Y DE LOS PROCESOS;27/07/2026;SERVICIOS PROFESIO;1.640.000,00
1000024670;PAGO ROBINSON MIRANDA;HONORARIOS;julio;COP; PAGO ROBINSON MIRANDA Servicios técnicos para la propagación de material vegetal y el mantenimiento del vivero de la Granja E;RECTORÍA;27/07/2026;SERVICIOS PROFESIO;1.750.000,00
1000024672;DESARMADO CON SELLOS EN ARMARIO CL 71;;julio;COP; PROYECTO CALLE 71 CONTRATISTA SIETE + OBJETO: DESCONEXIÓN ELECTRICA 4 CUENTA TRIFÁSICAS-Cotización No 80726-1C VALOR $ 1.001;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;24/07/2026;SERVICIOS PROFESIO;1.001.287,00
1000024680;Coaching Diana / Oscar;HONORARIOS ASESORIA TECNICA;julio;COP; Coaching Diana / Oscar Valor: 12.209.400 IVA incluido Yupa;EVALUACIÓN Y DESARROLLO INTEGRAL;31/07/2026;SERVICIOS PROFESIO;12.209.400,00
1000024684;APOYO EVENTO;SERVICIOS PARA EVENTOS;julio;COP; SOLICITUD DE PERSONAL DE LOGISTICA PARA SEXTA TEMPORADA PETROVERSO.                 PROVEEDOR ADVANTAGE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;28/07/2026;SERVICIOS PROFESIO;4.233.306,00
1000024688;Convalidación + Financiera;ESTUDIO DE SEGURIDAD;julio;COP; Factura 11093 ASEC - Julio;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;28/07/2026;SERVICIOS PROFESIO;4.780.468,00
1000024689;Oxford Placement Test OPT;BASE DE DATOS;julio;COP; Factura 9780194571548 WISDOM;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;24/07/2026;SERVICIOS PROFESIO;0
1000024716;EDTECH JUNIO 2026;HONORARIOS;julio;COP; EDTECH SOLUCIONES DE COLOMBIA SAS 187 solicitudes realizadas en el mes de Junio 2026  c/u 42.490,20;DIRECCIÓN DE RECURSOS FINANCIEROS;30/07/2026;OUTSOURCING ;7.945.667,00
1000024717;FINCOVAL COMISION MAYO 2026;HONORARIOS;julio;COP; FINCOVAL S.A.S. Comisión Gestion cobro Mayo 2026;DIRECCIÓN DE RECURSOS FINANCIEROS;30/07/2026;OUTSOURCING ;1.122.254,00
1000024676;50 REFRIGERIOS-COMFANDI|JULIO;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);julio;COP; Tipo de evento: REFRIGERIOS CENTRO CULTURAL 30 DE JULIO 2026 Consecutivo: LFC-00161476 Fecha de inicio:30/07/2026 Fecha final:3;CONSULTORIA PRIVADA;29/07/2026;ALIMENTACION Y REF;2.881.399,00
1000024713;Manutencion beca PILA 20262;MANUTENCION;julio;COP; SOLPED becario PILA 2026-2 por valor de 9.592.000  correspondiente a alojamiento por valor de 4.796.000 y manutencion por valor;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;03/08/2026;ALIMENTACION Y REF;9.592.000,00
1000024714;ESTACION DE CAFE VISITA ALIADO;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;julio;COP; ESTACION DE CAFE VISITA ALIADO 27 DE JULIO PROVEEDOR DO EAT NO IVA;PREGRADO;31/07/2026;ALIMENTACION Y REF;80.000,00
1000024673;VALOR TOTAL CARGA;BONOS SODEXHO ;julio;COP; Bono de directores de programa julio de 2026;FACULTAD DE INGENIERÍA;30/07/2026;BONOS ;9.447.765,00
1000024674;L.Sofware - Paquete de Bandadas de Pájar;LICENCIAS Y SOFTWARE;julio;USD; Proveedor: UNITY ASSET STORE. BP: 1000293548 Compra: Licencia de software adquirida en Unity Asset / Paquete de Bandadas de Pá;UNIDAD DE DESARROLLO;31/07/2026;LICENCIAS Y SUBSCR;39
1000024675;L.Sofware - POLYGON - Paquete de efectos;LICENCIAS Y SOFTWARE;julio;USD; Proveedor: UNITY ASSET STORE. BP: 1000293548 Compra: Licencia de software adquirida en Unity Asset Store / POLYGON - Paquete de;UNIDAD DE DESARROLLO;31/07/2026;LICENCIAS Y SUBSCR;49,99
1000024711;L.Sofware - FaceSync - Sincronización la;LICENCIAS Y SOFTWARE;julio;USD; Proveedor: UNITY ASSET STORE. BP: 1000293548 Compra:Liciencia de Sofware FaceSync - Sincronización labial de audio y animació;UNIDAD DE DESARROLLO;30/07/2026;LICENCIAS Y SUBSCR;39,99
1000024712;L.Sofware - PhysioBrush: Física Procedur;LICENCIAS Y SOFTWARE;julio;USD; Proveedor: UNITY ASSET STORE. BP: 1000293548 Compra: Licencia de software adquirida en Unity Asset Store para PhysioBrush: Fís;UNIDAD DE DESARROLLO;31/07/2026;LICENCIAS Y SUBSCR;28,99
1000024715;LICENCIA-LICITACIONES;TRAMITES LICENCIAS;julio;COP;" licencia de la plataforma ""Licitaciones.info"" ANTICIPO renovación bajo el plan de 28 meses por valor de $2.000.000 COP. Datos";DIRECCIÓN DE EXTENSIÓN COMERCIAL;13/08/2026;LICENCIAS Y SUBSCR;2.000.000,00
1000024662;LEGALIZACIÓN FECZ84269;PASAJES AEREOS;julio;COP;;DIRECCIÓN LABORATORIO DE SOSTENIBILIDAD TERRITORIAL;29/07/2026;VIAJES;837.372,00
1000024695;CINTA LED DE ILUMINACIN MLTIPLE;;julio;COP; SOLICITUD DE CASOS  Actividad:  Cinta Led para GYM  Descripción:   Adquisición de cinta LED de iluminación para gimnasio, de;BIENESTAR UNIVERSITARIO;29/07/2026;SERVICIOS PROFESIO;332.724,00
1000024710;Mantenimiento Equilibrio Agosto;HONORARIOS ASESORIA TECNICA;julio;COP; Equipo de mantenimiento y monitoreo para dar servicio a la infraestructura instalada en Azure. Incluye: ➔ Monitoreo Core y Al;EAN X PROYECTOS;27/07/2026;SERVICIOS PROFESIO;4.400.000,00
1000024732;BRANDEO MESA DIRECTIVA;IMPRESOS PUBLICACIONES;julio;COP; BARANDEO MESA DIRECTIVA GRADOS REGIONALES POPAYAN PROVEEDOR: COLOR X;REGIONES;30/07/2026;EVENTOS ;128.520,00
1000024702;SERVI DE CERRAJERIA EDIFICIO LEGACY;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;julio;COP; SERVICIO DE ARREGLOS DE CERRAJERIA EDIFICIO LEGACY (CAMBIO DE CHAPAS CAJONERAS, CAMBIO DE CILINDRO SALON L917, CAMBIO CHAPA BOD;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;31/07/2026;SRV MTTO INFRAESTR;1.209.040,00
1000024663;Compra Escáner Sala General;;julio;COP; COMPRA DE SCANER – SALA GENERAL Supervisor: Henry Diaz Proveedor: PROVEXPRESS Valor total de la compra: $3.798.404 IVA inclui;EXPERIENCIA DE USUARIO;03/08/2026;HARDWARE ;3.798.404,00
1000024725;LAGRIMALES DE 1 METRO DE ANCHO POR 2 DE;ALQUILER EQUIPO AUDIOVISUAL;julio;COP; SOLICITUD DE SERVICIO DE EQUIPO AUDIOVISUAL PARA EVENTO FORO VALOR ANALITIK . PROVEEDOR MEDULA;GESTIÓN COMERCIAL EVENTOS EXTERNOS;31/07/2026;ACTIVOS Y/O EQUIPO;1.749.999,00
1000024741;FACTURA SERVIENTREA AGOSTO;CORREO, PORTES Y TELEGRAMAS;julio;COP;;GESTIÓN DOCUMENTAL;01/09/2026;TRANSPORTE ;88.896,00
1300003328;TRANSPORTE;PASAJES TERRESTRES;julio;COP; VIATICOS PRA GRADOS EN LA CIUDAD DE POPAYAN NARLLY FARFAN;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;30/07/2026;TRANSPORTE ;630.000,00
1300003329;TRANSPORTE;PASAJES TERRESTRES;julio;COP; VIATICOS PRA GRADOS EN LA CIUDAD DE POPAYAN CESAR ORTEGA;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;30/07/2026;TRANSPORTE ;280.000,00
1300003410;TRANSPORTE;PASAJES TERRESTRES;julio;COP; VIATICOS PRA GRADOS EN LA CIUDAD DE POPAYAN FABIAN DIAZ;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;30/07/2026;TRANSPORTE ;1.110.000,00
1000024724;botellas agua tapa negra segun referenci;ALQUILER MUEBLES ENSERES;julio;COP; SERVICIO DE ALQUILER DE MOVILIARIO PARA EL EVENTO FORO VALOR ANALITIK, CON EL PROVEEDOR SANTAELLA.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;30/07/2026;MUEBLES Y ENSERES ;2.345.830,00
1000024664;DIPLOMAS Y CALIGRAFIAS EXTENSION;;julio;COP; SERVICIO AUROS MES DE JULIO PARA PAGO EN AGOSTO: PROGRAMA DE GRADO COHORTE 3 Y 4 - CORPADEIN - LÍNEA 10 TRADING E INVERSIONES;EDUCACIÓN CONTINUADA PROYECTOS;24/08/2026;IMPRESOS ;7.241.125,00
1000024678;WZ01753 Impresiones Aris Mining;;julio;COP; Auros Orden WZ01753 Orden WZ01777;CONSULTORÍA ESPECIALIZADA;24/08/2026;IMPRESOS ;7.241.125,00
1000024726;MANILLAS. Dimensiones: 19 cm x 1,9 cm. M;DIGITALIZACION EMPASTE;julio;COP; SOLICITUD DE BACKINGS PARA EVENTO FORO VALOR ANALITIK , PROVEERDOR KATODE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;03/08/2026;IMPRESOS ;220.150,00
1000024730;VOLANTES SECTOR SALUD;PROMOCION DIVULGACION;julio;COP; VOLANTE. Dimensiones: Media carta 21,5 cm x 14 cm. Impresión litográfica sobre papel propalcote 150 gr. 4x4 (Dos caras). 500;REGIONES;03/08/2026;IMPRESOS ;289.170,00
1000024699;Barra de sodas;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);julio;COP; SERVICIO DE ALIMENTO Y BEBIDA EVENTO FORO VALOR ANALITIK PROVEEDOR: GRUPO PROMO;GESTIÓN COMERCIAL EVENTOS EXTERNOS;29/07/2026;ALIMENTACION Y REF;421.200,00
1000024719;Desayuno OKR Institucional 2026 lideres;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);julio;COP; Desayuno OKR Institucional 2026 con lideres de la Universidad Ean;REGISTROS CALIFICADOS Y ACREDITACIÓN;29/07/2026;ALIMENTACION Y REF;1.371.825,00
1000024679;2 SELLOS COORDINACION DE ALIANZAS;SERVICIOS AUROS;julio;COP; sello con datos de contacto Coordinación de Alianzas VALOR IVA INCLUIDO;PREGRADO;03/08/2026;PAPELERÍA ;153.034,00
1000024677;POLIZA CUMPLIMIENTO FAMISANAR;CUMPLIMIENTO;julio;COP; póliza de cumplimiento Famisanar LG2755 POLIZA 1505004363001 SEGUROS BOLIVAR;DIRECCIÓN DE EXTENSIÓN COMERCIAL;31/07/2026;SEGUROS;250.652,00
1000024722;MANILLAS PARA AUDITORIOS;;julio;COP; COMPRA DE MANILLAS PARA EVENTOS 2026-2 PROVEEEDOR:BARACK;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;30/07/2026;GRADOS Y EVENTOS ;7.746.900,00
1000024733;HOSPEDAJE GRADOS POPAYAN;ALOJAMIENTO;julio;COP; HOSPEDAJE PARA TRES PERSONAS EN LA CIUDAD DE POPAYAN POR GRADOS PROVEEDOR: HOTEL EL RECUERDO;REGIONES;13/08/2026;VIAJES;1.128.000,00
1300003327;TIQUETES POPAYAN;PASAJES AEREOS;julio;COP; TIQUETES AEREOS GRADOS EN LA CIUDAD DE POPAYAN;REGIONES;05/08/2026;VIAJES;2.338.686,00
1300003411;GASTOS VIAJE MEDELLIN;PASAJES TERRESTRES;julio;COP; GASTOS VIAJE ANDRES OTALORA MEDELLIN 31 DE JULIO EVENTO: ACOMPAÑAMIENTO ISA SOSTENIBILIDAD 2026;RECTORÍA;29/07/2026;VIAJES;130.000,00
1000024720;APOYO EVENTO;SERVICIOS PARA EVENTOS;julio;COP; SOLICITUD DE SERVICIO DE PERSONAL LOGISTICO Y BRIGADISTAS PARA EVENTO FORO VALOR ANALITIK PROVEEDOR ADVANTAGE;GESTIÓN COMERCIAL EVENTOS EXTERNOS;29/07/2026;SERVICIOS PROFESIO;518.840,00
1000024721;OPERADOR PUNTOS ELECTRICO;SERVICIOS PARA EVENTOS;julio;COP; SOLICITUD DE SERVICIO DE AUDIOVISUAL PARA EVENTO FORO VALOR ANALITIK  PROVEEDOR CAMILO PINZON.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;29/07/2026;SERVICIOS PROFESIO;1.020.000,00
1000024723;TRUSS DE 2 MTS;ALQUILER EQUIPO AUDIOVISUAL;julio;COP; SOLICITUD DE SERVICIO DE AUDIOVISUAL PARA EVENTO FORO VALOR ANALITIK PROVEEDOR NEXTPRO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;31/07/2026;SERVICIOS PROFESIO;4.581.500,00
1000024727;Auditoria Carbono Neutro;TRAMITES LICENCIAS;julio;COP; Auditoria Carbono Neutralidad por Icontec que se desarrollará en el último trimestre del año para las sedes Nogal, Laborator;GESTIÓN DE CALIDAD Y DE LOS PROCESOS;05/08/2026;SERVICIOS PROFESIO;19.560.625,00
1000024728;SUSCRIPCION RENOVACION PORTAFOLIO FUNDAD;SUSCRIPCIONES;julio;COP; SEGUN COTIZACION No.5230935446205 renovación suscripción protrafolio doctor Alfonso Crissien Fundador.;SALA GENERAL;28/07/2026;SERVICIOS PROFESIO;473.900,00
1000024731;CENTROS DE MESA;SERVICIO ACCESORIOS Y ELEMEN DECORATIVOS;julio;COP;" ""MOTIVO: CENTROS DE MESA - CENTRO COLOMBO CHINO PROVEEDOR: SANTAELLA VALOR TOTAL: 585.500""";FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;29/07/2026;SERVICIOS PROFESIO;585.500,00
1000024743;Paneles Solares beca BBVA;INGRESOS TERCEROS;julio;COP; Anticipo para compra de paneles solares de los estudaintes de beca BBVA por valor de 19.605.000;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;30/07/2026;SERVICIOS IT ;19.605.000,00
1000024704;Compra 120 paquetes de café event CC;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);julio;COP; Amablemente solicito la generación de la orden de compra correspondiente a la producción de 120 paquetes de cafe como estrate;RECTORÍA;31/07/2026;EVENTOS ;2.700.000,00
1000024735;PATA INTERMEDIA VERA CON MESA DERECHA;MANTENIMIENTO MUEBLES Y ENSERES;julio;COP; Adecuación de pata intermedia con mesa derecha Custom Titan para 50 sillas existentes en el au-ditorio Orígenes de la Univers;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;18/08/2026;SRV MTTO INFRAESTR;44.863.000,00
1000024750;CORRECTIVO ESCALONES ORIGENES;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;julio;COP; SERVICIO DE CORRECTIVO ESCALONES AUDITORIO ORIGENES, PROVEEDOR: LLERAS, VALOR: $1.852.627, CASO:84965;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;04/08/2026;SRV MTTO INFRAESTR;1.852.627,00
1000024752;ADECUCAION DETECTORES DE HUMO CONSULTORI;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;julio;COP; SERVICIO DE ADECUACION DETECTORES DE HUMO CONSULTORIOS DE PSICOLOGIA PISO 7 FUNDADORES, PROVEEDOR: AMARICAM ALARM, VALOR: $4.33;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;03/08/2026;SRV MTTO INFRAESTR;4.337.309,00
1000024760;CORRECTIVOS SECADORES DE MANOS;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;julio;COP; SERVICIO DE MANTENIMIENTO CORRECTIVO SECADORES DE MANOS EDIFICIO FUNDADORES, PROVEEDOR: CONSERVEMOS, VALOR: $600.355, CASO:8499;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;31/07/2026;SRV MTTO INFRAESTR;600.355,00
1000024761;MTTO PREVENTIVO LOCKERSD GIM;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;julio;COP; SERVICIO DE MANTENIMIENTO PREVENTIVO LOCKERS GIMNASIO, PROVEEDPR: MULTIDISEÑOS, VALOR: $333.200, CASO:84995;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;31/07/2026;SRV MTTO INFRAESTR;333.200,00
1000024762;CAMBIO TAPETE OFICINA GERENTE GENERAL;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;julio;COP; SERVICIO DE CAMBIO DE ALFOMBRA OFICINA GERENTE GENERAL, PROVEEDOR: RCA, VALOR: $5.946.183, CASO: 85005;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;04/08/2026;SRV MTTO INFRAESTR;5.946.183,00
1000024763;ADECUACION TOMAS Y RED EAN ACTIVA;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;julio;COP; SERVICIO DE ADECUACION TOMAS ELECTRICAS Y PUNTOS DE RED PARA MAQUINAS EAN ACTIVA, PROVEEDOR: SIETE+, VALOR: $2.331.223, CASO:85;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;04/08/2026;SRV MTTO INFRAESTR;2.331.224,00
1000024764;INSTALACION DUCTO PIRALU OF GERENTE RH;MANTENIMIENTO MAQUINARIA Y EQUIPO;julio;COP; SERVICIO DE SUMINISTRO E INSTALACION DUCTO DE DESCARGA PIRALU OFICINA GERENTE DE RECURSOS HUMANOS, PROVEEDOR: CLIMANTE, VALOR:;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;03/08/2026;SRV MTTO INFRAESTR;1.074.094,00
1000024588;TRANSPORTE;TRANSPORTE FLETES ACARREOS;julio;COP; Proveedor: MAQUINAS DE CONFECCION AG SAS NIT: 900.835.284 Objeto de la compra: Adquisición de maquinaria especializada para co;CONTRATACIÓN PÚBLICA;30/07/2026;TRANSPORTE ;230.350.032,00
1000024651;TRANSPORTE;TRANSPORTE FLETES ACARREOS;julio;COP; Adquisición de kits e insumos para procesos de formación, incluyendo herramientas de medición, patronaje, confección, marro;CONTRATACIÓN PÚBLICA;30/07/2026;TRANSPORTE ;63.925.200,00
1000024734;BROCHURS;IMPRESOS PUBLICACIONES;julio;COP; BROCHURS EDUCACION CONTINUA EVENTO EAN TRANSFORMA Impresión: Litográfica Tamaño final: 18.1 x 23 cms. Tintas: 4 x 4 Material;EDUCACIÓN CONTINUADA COMERCIAL;30/07/2026;IMPRESOS ;1.535.100,00
1000024708;SERV. VIGILANCIA GRABACION T18.07.2026;VIGILANCIA;julio;COP; SERVICIO VIGILANCIA APOYO GRABACION TIS PRODUCCIONES 18.07.2026;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;31/07/2026;ASEO Y CAFETERIA ;120.077,00
1000024736;ESTACION DE CAFE;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;julio;COP; estacion de cafe evento EXPO EAN POSGRADOS 30 de julio proveedor grupo promo iva incluido;POSGRADO;30/07/2026;ALIMENTACION Y REF;1.543.000,00
1000024738;ESTACION DE CAFE EAN TRANSFORMA;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;julio;COP; ESTACION DE CAFE EVENTO EAN TRANSFORMA PROVEEDOR GRUPO PROMO IVA INCLUIDO;EDUCACIÓN CONTINUADA COMERCIAL;31/07/2026;ALIMENTACION Y REF;4.336.600,00
1000024739;COCTEL PASABOCAS DULCES Y SALADOS Y VINO;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);julio;COP; COCTEL PARA LA CEREMONIA DE GRADOS EN POPAYAN. PROVEEDOR: GRACE;REGIONES;03/08/2026;ALIMENTACION Y REF;3.660.000,00
1000024729;SUSCRIPCION ENVATO;SUSCRIPCIONES;julio;USD; SUSCRIPCION Plan IA Envato - Equipo de diseño;PUBLICIDAD;31/07/2026;LICENCIAS Y SUBSCR;187,77
1000024744;Kit de elementos becarios BBVA;INGRESOS TERCEROS;julio;COP; Pago de: Extension electrica, regularo de tension, sillas plasticas y cajas organizadoras para los becarios de la beca BBVA por;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;30/07/2026;PAPELERÍA ;1.503.565,00
1000024751;LICENCIA LOVABLE X 12 MESES;TRAMITES LICENCIAS;julio;COP; LICENCIA LOVABLE X 12 MESES  BP -1000358322 doc 32-0749731 LOVABLE LADS INCORPORRATED;EAN IMPACTA;03/08/2026;LICENCIAS Y SUBSCR;1.674.578,00
1000024703;POLIZAS PSICOLOGIA 2026-2;SEGURO ESTUDIANTIL;julio;COP;" ""MOTIVO: Polizas en Psicologia para estudiantes de práctica 2026-2 PROVEEDOR: 1000000302 ASEGURADORA SOLIDARIA DE COLOMBIA E V";FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;30/07/2026;SEGUROS;570.050,00
1000024737;MAESTRO DE CEREMONIA GRADOS;GRADOS;julio;COP; SERVICIO DE MAESTRO DE CEREMONIA, GRADOS 31 DE JULIO 2026 (1 SESION) PROVEEDOR: GABRIELA DIAZ SALAZAR;REGIONES;03/08/2026;GRADOS Y EVENTOS ;340.000,00
1300003367;Tiquete internacional - Andres Guarnizo;PASAJES AEREOS;julio;COP; Compra de tiquete aéreo a Boston para el docente Wilken Rodríguez.;DIRECCIÓN DE INVESTIGACIONES;31/08/2026;VIAJES;3.520.225,00
1300003401;Tiquetes WEEF 3 estudiantes;PASAJES AEREOS;julio;COP; Tiquetes Bogota Cartagena Bogota WEEF (World Engineering Education Forum)para 3 personas por valor de 1.963.398;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;03/08/2026;VIAJES;1.963.407,00
1300003402;Tiquete WEEF 1 estudainte;PASAJES AEREOS;julio;COP; Tiquete Bogota Cartagena Bogota WEEF para una estudiante que regresa un día antes;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;03/08/2026;VIAJES;523.212,00
1000024742;ASESORIA SECRET SALUD - PSICOLOGIA;HONORARIOS ASESORIA TECNICA;julio;COP;" ""MOTIVO: ASESORÍA TECNICA SECRETARIA DE SALUD - APERTURA DEL CAP PROVEEDOR: 1000328102 - SANCHEZ LOPEZ LIZ MAYID VALOR: 200.00";FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;30/07/2026;SERVICIOS PROFESIO;200.000,00
1000024709;Inscripcipon de Eventos;INSCRIPCION EVENTOS NACIONAL - INTERNACI;julio;COP; Inscripción de particiipación al  XX ENCUENTRO NACIONAL Y VIII INTERNACIONAL DE PRÁCTICAS MEDELLÍN 2026, el cual se desarro;PRÁCTICAS PROFESIONALES Y TRABAJOS DE GRADO;31/07/2026;EVENTOS ;1.096.200,00
1000024753;CORRECTIVO TUBERIA BAÑO DAMAS LP1;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;julio;COP; SERVICIO DE CORRECTIVO EN FISURA DE TUBERIA PVC BAÑO DAMAS LP1, PROVEEDOR: LLERAS, VALOR: $695.853, CASO:85040;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;03/08/2026;SRV MTTO INFRAESTR;695.853,00
1000024773;TRANSPORTE;TRANSPORTE FLETES ACARREOS;julio;COP; Contratación de EVENTOS LEBRUN S.A.S. (NIT 901250873-3) para prestación de servicios de coffee break en la Rueda de Negocios;CONTRATACIÓN PÚBLICA;04/08/2026;TRANSPORTE ;4.773.120,00
1000024754; TUBO LED T5 16W 6500K PHILIPS;;julio;COP; SUMINISTRO DE LUMINRIAS T5 PHILIPS PARA EDIFICIO FUNDADORES, PROVEEDOR: RUSINEKE, VALOR: $4.355.400, CASO:85083;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;03/08/2026;ELEM. FERRETERIA C;4.355.400,00
1000024765;FLEXOMETRO 8M STANLEY;;julio;COP; SUMINISTRO MATERIALES DE FERRETERIA PARA TALLER DE MANTENIMIENTO MES JULIO COT 3052, PROVEEDOR: FERRETERIA LA 73, VALOR: $2.338;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;03/08/2026;ELEM. FERRETERIA C;2.338.598,00
